Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time
paleo,fried plantains,south american,4.76,116.26,14.96,2022-10-16,17:30:28
paleo,strawberry creamsicles,french,8.94,36.01,90.47,2022-10-16,17:30:28
paleo,cauliflower rice,mediterranean,10.69,28.78,15.58,2022-10-16,17:30:28
paleo,pupusas taco style,mexican,4.58,16.68,4.1,2022-10-16,17:30:28
paleo,best snickerdoodles,french,45.91,155.32,113.15,2022-10-16,17:30:28
paleo,one pan lemon garlic chicken asparagus,british,100.0,121.41,109.85,2022-10-16,17:30:28
paleo,banana egg rolls,american,43.42,352.63,38.01,2022-10-16,17:30:28
paleo,garlic shrimp zucchini noodles,asian,128.54,498.9,42.12,2022-10-16,17:30:28
paleo,bbq chicken,american,149.29,40.41,145.3,2022-10-16,17:30:28
paleo,chicken taco burger,mexican,294.48,74.04,212.66,2022-10-16,17:30:28
paleo,perfect ice cream,italian,24.81,74.45,123.19,2022-10-16,17:30:34
paleo,mushroom leek frittata,italian,87.05,26.49,73.66,2022-10-16,17:30:34
paleo,sweet potato mousse,french,9.45,123.59,22.28,2022-10-16,17:30:34
paleo,apple pie nachos,nordic,14.47,124.98,69.95,2022-10-16,17:30:34
paleo,mini egg cakes,american,43.83,13.43,72.69,2022-10-16,17:30:34
paleo,quick shrimp scampi squash noodles,asian,108.12,51.58,79.72,2022-10-16,17:30:34
paleo,crab stuffed mushrooms,american,32.53,14.87,64.25,2022-10-16,17:30:34
paleo,crab stuffed avocados,mediterranean,39.34,38.27,74.0,2022-10-16,17:30:34
paleo,banana blueberry muffins,american,60.55,303.43,137.4,2022-10-16,17:30:34
paleo,avocado tuna salad,mexican,32.45,24.27,31.05,2022-10-16,17:30:34
paleo,blueberry bread pudding,british,57.43,176.46,103.41,2022-10-16,17:30:34
paleo,pumpkin caramels,american,4.22,115.7,116.49,2022-10-16,17:30:34
paleo,spiced apple dip,american,24.53,175.16,109.81,2022-10-16,17:30:41
paleo,salted caramel dip,american,0.67,35.58,26.24,2022-10-16,17:30:41
paleo,peppermint ice cream,italian,6.9,36.42,72.59,2022-10-16,17:30:41
paleo,greek orange salad fresh mint,mediterranean,5.97,96.51,59.3,2022-10-16,17:30:41
paleo,sweet potato casserole,italian,49.47,291.72,151.36,2022-10-16,17:30:41
paleo,vegan chocolate mousse,american,16.72,192.81,79.34,2022-10-16,17:30:41
paleo,crispy plantain chips,south american,2.55,58.61,55.34,2022-10-16,17:30:48
paleo,sweet potato waffles,american,23.49,39.24,18.88,2022-10-16,17:30:48
paleo,honey roasted carrots,american,4.44,61.71,21.39,2022-10-16,17:30:48
paleo,gingerbread mini donuts,american,8.57,298.18,74.54,2022-10-16,17:30:48
paleo,homemade nutella,french,30.36,148.62,175.53,2022-10-16,17:30:48
paleo,croodit basil dip,american,6.35,7.27,127.41,2022-10-16,17:30:48
paleo,cumin cauliflower rice,indian,24.31,99.2,26.28,2022-10-16,17:30:48
paleo,cherry garcia milkshake diy magic hardshell,american,5.57,59.44,21.59,2022-10-16,17:30:48
paleo,german tomato salad tomatensalat,central europe,7.25,38.69,42.06,2022-10-16,17:30:48
paleo,low carb biscuits,american,61.56,45.53,181.46,2022-10-16,17:30:48
paleo,pineapple beef tacos,mexican,90.52,119.93,96.46,2022-10-16,17:30:48
paleo,bison burger,american,92.2,35.47,102.26,2022-10-16,17:30:55
paleo,nut free basil pesto,italian,30.12,22.06,103.28,2022-10-16,17:30:55
paleo,crockpot apple butter,american,6.53,347.37,4.66,2022-10-16,17:30:55
paleo,gluten free herbed chicken biscuit bake,eastern europe,110.29,58.36,119.9,2022-10-16,17:30:55
paleo,apricot jalapeno jam,british,18.08,213.75,5.09,2022-10-16,17:30:55
paleo,egg drop soup,chinese,56.95,69.25,60.75,2022-10-16,17:30:55
paleo,chocolate almond bark,french,34.16,153.55,57.23,2022-10-16,17:30:55
paleo,berry compote or cobbler,french,17.31,63.01,53.15,2022-10-16,17:30:55
paleo,lemon curd,french,19.67,103.25,96.17,2022-10-16,17:30:55
paleo,candy apple wedges,french,7.85,80.52,52.89,2022-10-16,17:30:55
paleo,cashew cream cheese,american,32.86,55.49,78.97,2022-10-16,17:30:55
paleo,layer dip,mexican,133.18,76.45,179.73,2022-10-16,17:30:55
paleo,spaghetti squash noodles,asian,8.45,64.39,59.9,2022-10-16,17:30:55
paleo,pureed cauliflower,american,12.05,31.38,45.55,2022-10-16,17:31:04
paleo,caramel date slice,french,83.93,245.88,331.29,2022-10-16,17:31:04
paleo,baked fries,american,13.74,118.86,28.61,2022-10-16,17:31:04
paleo,cassava flour tortillas,mexican,0.0,224.64,81.0,2022-10-16,17:31:04
paleo,sweet potato hash,american,27.89,64.1,66.82,2022-10-16,17:31:04
paleo,greek roasted lamb,mediterranean,115.42,15.53,1305.07,2022-10-16,17:31:04
paleo,curry leeks,indian,5.61,47.41,12.98,2022-10-16,17:31:04
paleo,banana blueberry muffins,american,64.16,260.81,146.33,2022-10-16,17:31:04
paleo,pecan tart crust,american,20.15,24.96,111.99,2022-10-16,17:31:04
paleo,ginger snaps,italian,50.38,109.88,112.1,2022-10-16,17:31:04
paleo,coconut crusted tilapia,mediterranean,118.32,42.58,75.47,2022-10-16,17:31:11
paleo,amazing pizza crust vegan autoimmune cauliflower free,italian,8.28,167.87,33.64,2022-10-16,17:31:11
paleo,slow cooker apple honey chicken drumsticks aip,american,181.88,94.85,92.71,2022-10-16,17:31:11
paleo,coconut shrimp,mediterranean,159.33,41.29,134.16,2022-10-16,17:31:11
paleo,shepherd s pie,american,124.01,230.07,181.24,2022-10-16,17:31:11
paleo,apple crisp gf vegan refined sugar free,american,31.89,298.07,109.02,2022-10-16,17:31:11
paleo,peach frangipane muffins,french,60.35,140.67,201.48,2022-10-16,17:31:11
paleo,green bean,american,15.37,18.31,35.08,2022-10-16,17:31:11
paleo,mango cake,american,64.28,108.36,46.38,2022-10-16,17:31:11
paleo,sweet potato soup,american,27.29,156.45,7.57,2022-10-16,17:31:11
paleo,crispy noodles,asian,2.7,33.62,40.93,2022-10-16,17:31:11
paleo,herb cauliflower mash,french,29.89,99.19,552.98,2022-10-16,17:31:18
paleo,decadent custard,american,30.45,51.96,106.8,2022-10-16,17:31:18
paleo,shepherds pie,american,197.56,123.66,253.41,2022-10-16,17:31:18
paleo,berry crumble bars,french,3.4,206.17,1.6,2022-10-16,17:31:18
paleo,vegan chocolate frosting,american,24.97,280.27,162.7,2022-10-16,17:31:18
paleo,sunday slow cooker thai curry ground beef,south east asian,104.82,34.94,32.89,2022-10-16,17:31:18
paleo,chicken nuggets,american,211.64,47.69,100.54,2022-10-16,17:31:18
paleo,bacon wrapped cauliflower,american,70.23,224.84,424.27,2022-10-16,17:31:18
paleo,green eggs bacon,american,28.37,13.96,101.73,2022-10-16,17:31:18
paleo,kitchen sink lunch,american,94.21,25.93,36.16,2022-10-16,17:31:18
paleo,herb cauliflower mash,french,29.89,99.19,552.98,2022-10-16,17:31:24
paleo,decadent custard,american,30.45,51.96,106.8,2022-10-16,17:31:24
paleo,shepherds pie,american,197.56,123.66,253.41,2022-10-16,17:31:24
paleo,berry crumble bars,french,3.4,206.17,1.6,2022-10-16,17:31:24
paleo,vegan chocolate frosting,american,24.97,280.27,162.7,2022-10-16,17:31:24
paleo,sunday slow cooker thai curry ground beef,south east asian,104.82,34.94,32.89,2022-10-16,17:31:24
paleo,chicken nuggets,american,211.64,47.69,100.54,2022-10-16,17:31:24
paleo,bacon wrapped cauliflower,american,70.23,224.84,424.27,2022-10-16,17:31:24
paleo,green eggs bacon,american,28.37,13.96,101.73,2022-10-16,17:31:24
paleo,kitchen sink lunch,american,94.21,25.93,36.16,2022-10-16,17:31:24
vegan,spiked vegan eggnog,american,46.36,84.52,42.61,2022-10-16,20:02:29
vegan,vegan cucumber tea sandwiches,american,41.73,143.91,73.88,2022-10-16,20:02:29
vegan,vegan broccoli soup,american,103.83,82.54,139.3,2022-10-16,20:02:29
vegan,baked vegan mac cheese,american,140.19,524.38,221.29,2022-10-16,20:02:29
vegan,vegan nachos,american,73.05,266.38,166.64,2022-10-16,20:02:29
vegan,best vegan breakfast sandwich,american,143.13,208.42,189.86,2022-10-16,20:02:29
vegan,vegan peanut butter honey muffins,american,29.53,168.46,59.83,2022-10-16,20:02:29
vegan,vegan pots de cr me,american,45.25,106.45,98.01,2022-10-16,20:02:29
vegan,vegan tiffin,american,60.38,272.18,287.22,2022-10-16,20:02:29
vegan,vegan stovetop lasagna,american,124.77,512.21,147.15,2022-10-16,20:02:29
vegan,vegan italian cold cut sandwich,american,54.22,143.1,81.73,2022-10-16,20:02:29
vegan,vegan chocolate pie,american,71.19,428.01,248.98,2022-10-16,20:02:29
vegan,vegan mushroom tea sandwiches,american,36.74,127.18,60.04,2022-10-16,20:02:29
vegan,vegan chicken nuggets,american,119.69,80.59,33.4,2022-10-16,20:02:29
vegan,creamy vegan butternut squash mac cheese,american,132.14,453.36,72.61,2022-10-16,20:02:35
vegan,vegan candied almonds,american,120.98,530.66,289.27,2022-10-16,20:02:35
vegan,vegan cinnamon rolls,american,62.84,884.18,321.47,2022-10-16,20:02:35
vegan,classic american fare now in vegan,american,103.83,82.54,139.3,2022-10-16,20:02:35
vegan,simple vegan tofu lasagna,asian,129.45,317.99,86.68,2022-10-16,20:02:35
vegan,vegan stroganoff,american,52.69,40.66,37.09,2022-10-16,20:02:35
vegan,vegan meatballs,american,61.47,269.97,68.85,2022-10-16,20:02:35
vegan,vegan pie crust,american,14.53,107.31,78.16,2022-10-16,20:02:35
vegan,vegan sesame strugglaire s shortbread,american,55.94,468.46,400.53,2022-10-16,20:02:35
vegan,vegan chocolate frosting,american,33.03,663.3,541.54,2022-10-16,20:02:35
vegan,vegan lasagna,american,144.17,284.74,54.78,2022-10-16,20:02:35
vegan,best beefy vegan burgers,american,86.16,548.23,129.69,2022-10-16,20:02:35
vegan,vegan chocolate peanut butter cups,american,66.4,239.64,284.24,2022-10-16,20:02:35
vegan,vegan pumpkin pie,american,42.83,344.63,121.93,2022-10-16,20:02:42
vegan,vegan scallops,american,31.9,66.68,13.49,2022-10-16,20:02:42
vegan,vegan caesar salad dressing,american,28.01,37.29,67.87,2022-10-16,20:02:42
vegan,vegan or not peach creamsicle sherbet,american,55.03,439.96,52.51,2022-10-16,20:02:42
vegan,vegan pizza margherita,italian,113.8,391.09,97.24,2022-10-16,20:02:42
vegan,vegan classic cheesecake,american,105.08,635.06,243.29,2022-10-16,20:02:42
vegan,vegan chocolate dipped frozen banana bites,american,29.04,178.5,73.99,2022-10-16,20:02:42
vegan,vegan brownies,french,56.1,486.28,195.65,2022-10-16,20:02:42
vegan,vegan spinach mushroom lasagna,american,161.61,304.45,175.45,2022-10-16,20:02:42
vegan,vegan pumpkin pull apart loaf,american,55.62,662.7,93.64,2022-10-16,20:02:42
vegan,vegan potato salad,american,20.77,129.36,26.85,2022-10-16,20:02:42
vegan,vegan white pizza,american,74.83,374.84,36.75,2022-10-16,20:02:42
vegan,vegan macaroni salad,american,42.07,170.89,42.08,2022-10-16,20:02:42
vegan,asparagus arugula pizza vegan pesto,italian,24.25,80.63,40.53,2022-10-16,20:02:42
vegan,vegan eton mess,american,46.27,297.82,26.19,2022-10-16,20:02:42
vegan,vegan cornbread stuffing,american,64.42,421.16,91.7,2022-10-16,20:02:42
vegan,vegan potato salad,american,21.37,121.44,48.19,2022-10-16,20:02:42
vegan,vegan french onion dip,american,57.38,134.68,188.77,2022-10-16,20:02:42
vegan,vegan jambalaya,american,49.54,220.02,59.7,2022-10-16,20:02:42
vegan,vegan meyer lemon poppyseed shortbread,american,37.78,425.18,271.62,2022-10-16,20:02:49
vegan,vegan bolognese,american,80.8,335.2,27.94,2022-10-16,20:02:49
vegan,vegan creamy coleslaw,american,6.76,40.99,68.13,2022-10-16,20:02:49
vegan,vegan chocolate ice cream,american,34.96,284.85,220.65,2022-10-16,20:02:49
vegan,vegan ginger sticky date pudding cardamom toffee,british,43.95,859.11,287.58,2022-10-16,20:02:49
vegan,cheesy vegan scones,american,68.49,279.16,49.72,2022-10-16,20:02:49
vegan,vegan mushroom stroganoff,american,50.67,221.8,68.92,2022-10-16,20:02:49
vegan,vegan fig galette,american,52.72,880.99,346.35,2022-10-16,20:02:49
vegan,vegan fry up,american,100.27,167.06,279.46,2022-10-16,20:02:49
vegan,traditional vegan caesar salad,american,46.34,126.68,66.66,2022-10-16,20:02:49
vegan,vegan mushroom bolognese,american,57.26,229.43,36.96,2022-10-16,20:02:49
vegan,vegan white peach mug cobbler cardamom,american,5.51,70.81,16.13,2022-10-16,20:02:49
vegan,vegan tacos,american,26.13,153.72,15.67,2022-10-16,20:02:49
vegan,gluten free walnut portobello mushroom vegan burgers,american,34.55,97.14,30.74,2022-10-16,20:02:49
vegan,vegan cauliflower alfredo bake,american,114.36,389.31,28.11,2022-10-16,20:02:49
vegan,zesty italian vegan meatballs,american,55.19,100.02,66.46,2022-10-16,20:02:49
vegan,vegan lasagne,american,169.83,604.54,100.68,2022-10-16,20:02:56
vegan,gluten free walnut portobello mushroom vegan burgers,american,37.37,99.68,42.81,2022-10-16,20:02:56
vegan,carrot cake vegan cream cheese frosting,american,74.47,1032.32,465.91,2022-10-16,20:02:56
vegan,vegan pizza,american,35.92,223.73,71.83,2022-10-16,20:02:56
vegan,vegan moussaka,american,129.49,548.31,119.91,2022-10-16,20:02:56
vegan,vegan sushi burger,japanese,24.23,198.01,32.0,2022-10-16,20:02:56
vegan,vegan brownies,french,35.2,405.49,129.47,2022-10-16,20:02:56
vegan,beefless vegan tacos,american,57.67,132.69,72.92,2022-10-16,20:02:56
vegan,vegan chocolate raspberry panna cotta,american,33.99,158.29,73.24,2022-10-16,20:02:56
vegan,vegan pav bhaji,american,17.71,99.41,32.22,2022-10-16,20:02:56
vegan,vegan toffee apple upside down cake,american,33.97,422.06,151.76,2022-10-16,20:02:56
vegan,vegan blats blts avocado,american,41.62,119.38,71.62,2022-10-16,20:02:56
vegan,vegan rhubarb custard bake,american,39.49,531.36,211.22,2022-10-16,20:02:56
vegan,vegan pasta pie,american,71.56,310.5,39.6,2022-10-16,20:02:56
vegan,vegan eggplant parmesan,american,53.02,221.99,68.26,2022-10-16,20:02:56
vegan,vegan creme brulee buttermilk cupcakes,american,41.75,1133.7,415.07,2022-10-16,20:02:56
vegan,bean potato vegan enchiladas,american,65.85,324.88,152.74,2022-10-16,20:03:03
vegan,vegan blueberry pie,american,27.46,448.09,131.15,2022-10-16,20:03:03
vegan,cinnamon sugar vegan donuts,american,14.41,411.22,64.83,2022-10-16,20:03:03
vegan,vegan pie,american,102.33,552.11,240.21,2022-10-16,20:03:03
vegan,best gluten free vegan pesto pasta,american,227.6,502.31,462.82,2022-10-16,20:03:03
vegan,spicy thai vegan burger,south east asian,80.51,190.71,52.97,2022-10-16,20:03:03
vegan,vegan kale leek bake,american,40.32,217.22,141.53,2022-10-16,20:03:03
vegan,vegan quinoa lentil curry burger,american,40.15,136.6,18.22,2022-10-16,20:03:03
vegan,vegan chocolate cheesecake,american,107.55,859.49,382.54,2022-10-16,20:03:03
vegan,vegan cauliflower buffalo wings,american,52.39,263.63,47.66,2022-10-16,20:03:03
vegan,vegan mac cheese,american,166.81,444.38,25.66,2022-10-16,20:03:03
vegan,vegan shepherds pie,american,106.76,425.81,101.91,2022-10-16,20:03:03
vegan,vegan lemon vanilla cupcakes lemon buttercream frosting,american,27.77,619.26,207.28,2022-10-16,20:03:03
vegan,vegan chocolate cheesecake,american,98.03,714.56,314.5,2022-10-16,20:03:03
vegan,spicy thai vegan burger,american,80.51,190.71,52.97,2022-10-16,20:03:03
vegan,vegan sweet potato biscuits,american,54.63,448.19,138.11,2022-10-16,20:03:03
vegan,vegan banana chocolate chip muffins,american,36.93,418.54,106.0,2022-10-16,20:03:03
vegan,vegan thai green curry,south east asian,43.56,247.53,57.67,2022-10-16,20:03:10
vegan,vegan black bean burgers,american,70.79,256.3,113.3,2022-10-16,20:03:10
vegan,vegan cream of broccoli soup,american,75.06,161.94,111.21,2022-10-16,20:03:10
vegan,vegan lentil burgers,american,84.93,331.31,43.1,2022-10-16,20:03:10
vegan,vegan sweet potato pear soup,american,11.66,164.77,28.96,2022-10-16,20:03:10
vegan,classic vegan date bars,american,70.29,1101.77,331.04,2022-10-16,20:03:10
vegan,gluten free vegan creole jalapeno hush puppies,american,37.11,384.44,135.66,2022-10-16,20:03:10
vegan,vegan cream of mushroom soup not so vegan herb bread,american,71.33,222.41,121.53,2022-10-16,20:03:10
vegan,ians vegan chili,american,155.27,571.66,106.53,2022-10-16,20:03:10
vegan,vegan coconut curry noodle bowls,asian,24.54,181.37,107.56,2022-10-16,20:03:10
vegan,vegan b l t s lettuce tomato avocado crispy smoked mushroom sandwiches,american,20.82,77.06,45.26,2022-10-16,20:03:10
vegan,vegan chickpea crab cakes,american,81.59,304.48,221.1,2022-10-16,20:03:10
vegan,no churn vegan peanut butter chocolate chip ice cream,american,95.88,416.83,477.74,2022-10-16,20:03:17
vegan,fully loaded vegan baked potato soup,american,59.15,222.48,150.25,2022-10-16,20:03:17
vegan,vegan sausage kale cauliflower potpie,american,149.81,395.9,150.42,2022-10-16,20:03:17
vegan,vegan misir wot pierogi,central europe,168.87,870.67,50.77,2022-10-16,20:03:17
vegan,you won t believe its vegan pumpkin pie,american,36.0,304.6,92.59,2022-10-16,20:03:17
vegan,vegan lasagna alla bolognese,italian,72.92,373.65,54.98,2022-10-16,20:03:17
vegan,vegan gluten free fruit almond shortbread bars,american,31.11,463.9,275.34,2022-10-16,20:03:17
vegan,vegan spiced pumpkin pie glo bites,american,38.34,243.38,68.53,2022-10-16,20:03:17
vegan,black bottom peanut butter freezer pie,american,94.34,522.29,354.72,2022-10-16,20:03:17
vegan,vegan shepherds pie,american,98.26,498.68,200.96,2022-10-16,20:03:17
vegan,vegan italian roasted eggplant bisque,american,22.05,79.91,36.02,2022-10-16,20:03:17
vegan,bacon ranch salad now in vegan form,american,37.9,51.12,156.63,2022-10-16,20:03:17
vegan,chef chloes best ever vegan baked macaroni cheese,american,133.22,511.08,63.01,2022-10-16,20:03:17
vegan,grain free vegan lime pie bars,american,24.81,143.11,186.7,2022-10-16,20:03:17
vegan,vegan cream of mushroom soup crispy shiitake chips,american,38.03,122.84,130.18,2022-10-16,20:03:17
vegan,chocolate chip cake buttercream icing vegan,american,50.97,1002.35,676.53,2022-10-16,20:03:17
vegan,mushroom pea tart vegan friendly,american,73.9,378.91,130.61,2022-10-16,20:03:23
vegan,can t believe its vegan chili,american,214.61,484.66,105.34,2022-10-16,20:03:23
vegan,this ain t grandma s sweet potato casserole vegan,american,26.46,323.89,132.46,2022-10-16,20:03:23
vegan,tomato basil bruschetta for vegans non vegans alike,american,25.17,97.93,57.09,2022-10-16,20:03:23
vegan,heirloom tomato blts,american,259.09,789.39,168.65,2022-10-16,20:03:23
vegan,instant pot buffalo sweet potato soup vegan whole gluten free,american,14.26,79.07,109.53,2022-10-16,20:03:23
vegan,itty bitty herbed garlic pumpkin knots vegan parmesan cheese,american,23.25,124.6,45.81,2022-10-16,20:03:23
vegan,vegan chocolate covered digestive biscuits,american,37.68,313.69,226.63,2022-10-16,20:03:23
vegan,vegan slow cooker sweet potato chili,american,65.82,224.74,32.78,2022-10-16,20:03:23
vegan,vegan chickpea cakes mashed avocado,american,74.62,351.32,160.23,2022-10-16,20:03:23
vegan,classic vegan gumbo,american,122.54,442.68,229.02,2022-10-16,20:03:23
vegan,vegan spinach artichoke dip,mediterranean,66.61,157.17,89.84,2022-10-16,20:03:23
vegan,vegan black bean squash chili,american,97.48,229.27,101.69,2022-10-16,20:03:30
vegan,gluten free vegan fudgy black bean brownies,french,40.59,314.63,95.06,2022-10-16,20:03:30
vegan,cucumber noodles vegan basil cream tomatoes pine nuts,american,46.69,165.17,170.8,2022-10-16,20:03:30
vegan,vegan chocolate cake frosting,american,76.8,1295.31,756.82,2022-10-16,20:03:30
vegan,vegan katsu curry,american,79.46,265.89,116.58,2022-10-16,20:03:30
vegan,super healthy but doesn t taste it vegan banana bread,american,38.31,441.56,109.48,2022-10-16,20:03:30
vegan,mexican hot chocolate cupcakes whipped cream vegan,american,38.34,330.17,174.65,2022-10-16,20:03:30
vegan,vegan egg salad sandwich,american,74.95,102.31,85.59,2022-10-16,20:03:30
vegan,vegan chocolate tart salted oat crust,american,61.46,529.8,330.19,2022-10-16,20:03:30
vegan,smoky tomato garlic spelt risotto crumbled vegan feta,mediterranean,66.35,290.35,116.51,2022-10-16,20:03:30
vegan,vegan chocolate tart salted oat crust,american,61.46,529.8,330.19,2022-10-16,20:03:30
vegan,wholegrain pitta tomatoes pesto,italian,6.98,31.38,12.07,2022-10-16,20:03:30
vegan,best vegan baked mac cheese,american,83.66,441.39,81.04,2022-10-16,20:03:30
vegan,try this vegan for stuffed mushroom burgers,american,99.49,616.7,137.2,2022-10-16,20:03:30
vegan,grits cheesecake,american,65.26,514.5,240.49,2022-10-16,20:03:30
vegan,vegan gluten free double chocolate muffins,american,44.62,454.71,320.21,2022-10-16,20:03:30
vegan,gluten free sweet potato cardamom macadamia brownies,french,22.67,234.49,171.88,2022-10-16,20:03:30
vegan,lime cheesecake,american,56.74,279.19,145.24,2022-10-16,20:03:37
